question_id,title,body,tags
1058357,Proof that any set linearly independent has at most $n$ elements (when the vector space has basis with n elements),"My teacher gave us this proof today, but I don't know if I understood it entirely: Theorem: Suppose $V$ a vector space (finitely generated) over the reals. $$B = \{v_1,\cdots, v_n\}$$
where $B$ is a basis for $V$. Suppose, also, a set $S\subset V$ L.I., then $S$ is finite and has at most $n$ elements. Proof: Let $S = \{y_1,\cdots,y_m\}$, with $m>n$. Suppose $S$ is L.I. Then:
  $$\alpha_1y_1+\cdots+\alpha_my_m = 0\tag{1}$$ But since $S$ is greater
  than $B$, and $B$ is a basis, $S$ can be spanned by $B$. So any
  $y_i\in S$ can be written as a linear combination of $B$, in this way:
  $$\\y_1 = \beta_{11}v_1+\cdots+\beta_{n1}v_n\\y_2 =
 \beta_{12}v_1+\cdots+\beta_{n2}v_n\\\cdots\\y_m =
 \beta_{1m}v_1+\cdots+\beta_{nm}v_n$$ Substituting the system above in
  $(1)$, we have:
  $$\alpha_1(\beta_{11}v_1+\cdots+\beta_{n1}v_n)+\cdots+\alpha_m(\beta_{1m}v_1+\cdots+\beta_{nm}v_n)
 = 0\implies\\ (\beta_{11}\alpha_1+\beta_{12}\alpha_2+\cdots+\beta_{1m}\alpha_m)v_1+\cdots+(\beta_{n1}\alpha_1+\beta_{n2}\alpha_2+\cdots+\beta_{nm}\alpha_m)v_m
 = 0$$ But since $B$ is L.I., then the linear combination above implies the coefficients are all $0$. Therefore we end up with the system: $$\begin{cases}\beta_{11}\alpha_1+\beta_{12}\alpha_2+\cdots+\beta_{1m}\alpha_m = 0\\
 \cdots \\
 \beta_{n1}\alpha_1+\beta_{n2}\alpha_2+\cdots+\beta_{nm}\alpha_m = 0\end{cases}$$
  that has $n$ equations, and $m$ variables, therefore is compatible and
  indeterminated, that implies it has infinitely many solutions. One of
  them is not trivial, so $S$ is L.D. I think wikipedia has a similar proof, but there, it proves directly that any basis has the same number of elements ( could you tell me why a vector $v_i$ suddenly appears in the middle of the proof ?. In this proof, the conclusion is that $S$ has at most $n$ elements.
Is my proof correct? I understood it correctly? (I didn't copy, this is my understanding of the proof).","['vector-spaces', 'linear-algebra', 'proof-verification']"
1058367,There is a function which is continuous but not differentiable,"I have a function which is a convergent series: $$f(x) = \sin(x) + \frac{1}{10}\sin(10x) + \frac{1}{100}\sin(100x) + \cdots \frac{1}{10^n}\sin(10^nx)$$ This function is convergent because for any E you care to specify, the function has a term which is smaller than E.  However, the function is not differentiable, and I don't understand why. $$\frac{d}{dx}f(x) = \cos(x)+\frac{10}{10}\cos(10x) + \frac{100}{100}\cos(100x) + \cdots \frac{10^n}{10^n}\cos(10^nx)$$ Is this a special case to A Continuous Nowhere-Differentiable Function ?",['derivatives']
1058377,A problem in topology relating to the finite intersection property,"This is a problem from Munkres' Topology Exercise 37.1 (c) Let $X$ be a space. Let $\mathscr{D}$ be a collection of subsets of $X$ that is maximal with respect to the finite intersection property. (c) Show that if $X$ satistifes the T1 axiom, there is at most one point belonging to $\bigcap_{D\in \mathscr{D}}\bar D$ . The property that I'm attempting to use is the following Lemma. Lemma 37.2 Let $X$ be a set; let $\mathscr{D}$ be a collection of subsets of $X$ that is maximal with respect to the finite intersection property. Then: If $A$ is a subset of $X$ that intersects every element of $\mathscr{D}$ then $A$ is an element of $\mathscr{D}$ . To use this property, I've been trying to show that { $\bar D | D \in \mathscr{D}$ }is equal to $\mathscr{D}$ , however, I'm stuck here as you can see below. How can I work this out? Here is what I have: To lead to a contradiction, assume there are distinct $x_1,x_2\in\bigcap_{D\in\mathscr{D}}\overline D$ . Then we have $x_1,x_2\in\overline D$ for all $D\in\mathscr{D}$ and so $\{x_1\},\{x_2\}\subset\overline D$ for all $D\in\mathscr{D}$ . By $T_1$ , $\{x_1\}$ and $\{x_2\}$ are closed in $X$ . Let $\mathscr{D}'=\{D\mid D\in\mathscr{D}\}\cup\{\overline D\mid D\in\mathscr{D}\}$ . Then $\mathscr{D}\subset\mathscr{D}'$ . Claim: $\mathscr{D}'$ has f.i.p. Take any finite elements $C_1,\ldots,C_n\in\mathscr{D}'$ . i. if all $C_1,\ldots,C_n\in\mathscr{D}$ , then $C_1\cap\ldots\cap C_n\ne\varnothing$ by f.i.p. of $\mathscr{D}$ . ii. if all $C_1,\ldots,C_n\in\{\overline D\mid D\in\mathscr{D}\}$ , then $C_1\cap\ldots\cap C_n\ne\varnothing$ since $x_1,x_2\in\bigcap_{D\in\mathscr{D}}\overline D$ . iii. if $D_1,\ldots,D_k\in\mathscr{D}$ , $\overline{D_{k+1}},\ldots,\overline{D_n}\in\{\overline D\mid D\in\mathscr{D}\}$ , $$D_1\cap\ldots\cap D_k\cap\overline{D_{k+1}}\cap\ldots\cap\overline{D_n}\supset D_1\cap\ldots\cap D_n\ne\varnothing$$ by f.i.p. of $\mathscr{D}$ . Thus by maximality, $\mathscr{D}=\mathscr{D}'$ , so $\{D\mid D\in\mathscr{D}\}\supset\{\overline D\mid D\in\mathscr{D}\}$ .",['general-topology']
1058386,"Differential forms, number of zeros on disk","Let $f$ be a holomorphic function on $U \subset \mathbb{C}$ and $f'(z) \neq 0$, $z \in U$. Then how do I show that all zeros of $f$ are simple and positive, and that if I have a disk $D \subset U$ where there's no zeros in $\partial D$, then $$\#\text{ of zeros of }f\text{ in }D = {1\over{2\pi i}} \int_{\partial D} {{df}\over{f}}.$$ I know how to show this more ""powerful"" techniques from ecomplex analysis, but is there a way to prove this with only the language of differential forms and real functions?","['multivariable-calculus', 'differential-geometry', 'vector-analysis', 'differential-topology', 'complex-analysis']"
1058414,Primality of number 1,Is number 1 prime as per the definition of prime numbers? Because as per the definition for being prime it should be divided only by 1 and number itself.,"['prime-numbers', 'number-theory']"
1058445,Probability using Geometry: P($x+y<3$) same as P($x+y \leq 3$)?,"We are supposed to solve this using geometry, but other ways/insights are more than welcome. A point (x, y) is randomly chosen within the square with vetices (0,0), (0,2), (2,2) and (2,0). 
What is the probability that $x + y < 3$? Drawing $y = 3 - x$, I understand that the area of $x + y < 3$ represents $7/8$ of the 2 by 2 square's area, therefore the probability is $7/8$. But what if we were asked about $x + y \leq 3$? There should be a difference; however thinking geometrically I don't see how we could express that difference.
How would we ""include"" the line $y = 3 - x$ into our set of desired outcomes? And if the probability is actually the same, why is that the case?","['geometry', 'probability']"
1058447,Generalised probability density functions using Dirac deltas,"I just cannot understand how a discrete random variable $X$ may be represented using a generalised probability density function (p.d.f.) $f_X$ as, \begin{equation}\tag{1}
f_X(x) = \sum_{x_k \in R_X} P(X = x_k)\delta(x - x_k)
\end{equation}
where $R_X = \{x_1, x_2, ...\}$ is the range of the discrete random variable $X$, $P(\cdot)$ is the probability mass function (p.m.f.) of $X$ and $\delta(x - x_k)$ is the Dirac delta function , $$\delta(x)  = \begin{cases}
    \infty,&  x = 0\\
    0,              & otherwise.\end{cases}
$$ where by definition of the Dirac delta function, $$\int_{- \infty}^{+ \infty} \delta(x)dx = 1$$ I have seen (1) used in a number of online sources. What I do not understand is how (1) works if you end up multiplying infinities? Shouldn't (1) be rewritten as, \begin{equation}\tag{2}
f_X(x) = \sum_{x_k \in R_X} P(X = x_k)\delta(x - x_k)dx
\end{equation} where, $$\delta(x)dx  = \begin{cases}
    1,&  x = 0\\
    0,              & otherwise.\end{cases}
$$ Two online sources where (1) is used: i. A book's supporting website ii. A tutorial publication (pdf)","['statistics', 'dirac-delta', 'probability-theory', 'probability-distributions', 'probability']"
1058462,Sectional curvature of product metric?,"If $M$ and $N$ are Riemannian manifolds, can we relate the sectional curvature of the product Riemannian manifold $M \times N$ to those of $M$ and $N$? If both $M$ and $N$ have non-negative (or non-positive) sectional curvatures, will the same be true of $M \times N$?","['riemannian-geometry', 'curvature', 'differential-geometry']"
1058488,"Why Rational Numbers do not include pairs $(a,b)$ with $b=0$?","Let $X=Z\times Z$ If we have the relation $R$ on $X$ defined by $(a,b)R(c,d)$ if and only if $ad=bc$. Then, what is the problem if $b=0$? Obviously, I'm not looking for the answer that we cannot divide by 0, but rather something more fundamental. I thought that perhaps it violates the reflexivity of the equivalence relation. Can I have a hint?",['elementary-set-theory']
1058500,Can you select random entry from unknown number of entries?,"Imagine you've got entries coming in, without knowing when they end (how many will follow from now on). You're supposed to pick random one and be fair. You can't save the entries that passed but you can remember how many passed. At this point, if you imagine it, it seems impossible. At the point of choosing, you don't know what should be item's chance to be chosen. But maybe there is some trick. And if not we'll have to prove that it's impossible - which I expect to be part of negative answer.","['statistics', 'random']"
1058535,Proof that $\int_{0}^{1}\frac{dx}{1+x^6}=\frac{\pi+\sqrt3\log(2+\sqrt3)}{6}$ without residues.,"How do you prove that $$\int_{0}^{1}\dfrac{dx}{1+x^6}=\frac{\pi+\sqrt3\log(2+\sqrt3)}{6}$$ My steps:
First sub $\displaystyle u=x^3, \sqrt[3]u=x, dx=\dfrac{u^{-2/3}}{3} du\implies\dfrac{1}{3}\int_{0}^{1}\dfrac{u^{-2/3}}{1+u^2}$ Then sub $\displaystyle u=\tan\theta, du=\sec^2\theta d\theta\implies \dfrac{1}{3}\int_{0}^{\pi/4}\sec^{-4/3}\theta d\theta$ After which I am stuck...","['definite-integrals', 'calculus', 'integration']"
1058566,Every Open Set is a Borel Set,I know this should be simple but I'm having a lot of trouble wrapping my head around it. I also want to prove that every closed set is a borel set but I believe I'll have to use the original proof in my title to prove it.,['elementary-set-theory']
1058655,Prove $\sum_{r=0}^n 6r=3n(n+1)$ using induction,Prove$$\sum_{r=0}^n 6r=3n(n+1)$$using Induction I'm a little confused as to how I would calculate the latter,"['induction', 'discrete-mathematics']"
1058656,What are the double union ($\Cup$) and double intersection ($\Cap$) Operators?,"Finale of THIS. Unicode says that $\Cup$ and $\Cap$ are double union and intersection, respectively. I was wondering if there was an actual operation that went with these symbols. If not, would these definitions make sense for these operators? As follows: $$A\Cup B:=\left\{(x,x):x\in(A\cup B)\right\}$$
and
$$A\Cap B:=\left\{(x,x):x\in(A\cap B)\right\}$$ Question Do these operators exist within Set Theory? Iff not, do they exist anywhere in the realm of mathematics? Is my idea for these two operators logical and useful?","['elementary-set-theory', 'functions']"
